partner_iso,sector,period,val_usd,mass_kg,china_share_2024,china_share_2022,trade_value_m_usd,net_mass_mt,post
CHN,8403,202405,3886050.0,429330.686,0.06280021193893798,0.06911767438285214,3.88605,429.330686,0
CHN,8403,202406,2659636.0,368364.894,0.06280021193893798,0.06911767438285214,2.659636,368.364894,0
CHN,8403,202407,2718329.0,377099.673,0.06280021193893798,0.06911767438285214,2.718329,377.099673,0
CHN,8403,202408,2806613.0,395789.872,0.06280021193893798,0.06911767438285214,2.806613,395.78987199999995,0
CHN,8403,202409,2168704.0,323263.034,0.06280021193893798,0.06911767438285214,2.168704,323.263034,0
CHN,8403,202410,1638989.0,385739.492,0.06280021193893798,0.06911767438285214,1.638989,385.73949200000004,0
CHN,8403,202411,1821657.0,314675.906,0.06280021193893798,0.06911767438285214,1.821657,314.675906,0
CHN,8403,202412,1475991.0,307501.638,0.06280021193893798,0.06911767438285214,1.475991,307.50163799999996,0
CHN,8403,202501,3662644.0,590412.858,0.06280021193893798,0.06911767438285214,3.662644,590.412858,0
CHN,8403,202502,2105746.0,451918.017,0.06280021193893798,0.06911767438285214,2.105746,451.918017,0
CHN,8403,202503,1324836.0,219552.12,0.06280021193893798,0.06911767438285214,1.324836,219.55212,0
CHN,8403,202504,2091520.0,422377.499,0.06280021193893798,0.06911767438285214,2.09152,422.377499,1
CHN,8403,202505,1493998.0,249372.662,0.06280021193893798,0.06911767438285214,1.493998,249.37266200000002,1
CHN,8403,202506,3235725.0,515090.407,0.06280021193893798,0.06911767438285214,3.235725,515.090407,1
CHN,8403,202507,3300160.0,705147.502,0.06280021193893798,0.06911767438285214,3.30016,705.147502,1
CHN,8403,202508,2867666.0,614797.96,0.06280021193893798,0.06911767438285214,2.867666,614.79796,1
CHN,8403,202509,2226169.0,595347.862,0.06280021193893798,0.06911767438285214,2.226169,595.347862,1
CHN,8403,202510,1974747.0,321063.068,0.06280021193893798,0.06911767438285214,1.974747,321.06306800000004,1
CHN,8403,202511,1545047.0,206410.024,0.06280021193893798,0.06911767438285214,1.545047,206.410024,1
CHN,8403,202512,2302223.0,584471.489,0.06280021193893798,0.06911767438285214,2.302223,584.4714889999999,1
CHN,8404,202301,615988.0,113956.0,0.07007701591903079,0.22032030630225985,0.615988,113.956,0
CHN,8404,202302,8197189.0,349135.0,0.07007701591903079,0.22032030630225985,8.197189,349.135,0
CHN,8404,202303,222012.0,58332.0,0.07007701591903079,0.22032030630225985,0.222012,58.332,0
CHN,8404,202304,134379.0,19644.0,0.07007701591903079,0.22032030630225985,0.134379,19.644,0
CHN,8404,202305,630411.0,169326.0,0.07007701591903079,0.22032030630225985,0.630411,169.326,0
CHN,8404,202306,548487.0,142959.0,0.07007701591903079,0.22032030630225985,0.548487,142.959,0
CHN,8404,202307,193447.0,17744.0,0.07007701591903079,0.22032030630225985,0.193447,17.744,0
CHN,8404,202308,3853416.0,91274.0,0.07007701591903079,0.22032030630225985,3.853416,91.274,0
CHN,8404,202309,130273.0,35055.0,0.07007701591903079,0.22032030630225985,0.130273,35.055,0
CHN,8404,202310,143266.0,13705.0,0.07007701591903079,0.22032030630225985,0.143266,13.705,0
CHN,8404,202311,3283988.0,171895.0,0.07007701591903079,0.22032030630225985,3.283988,171.895,0
CHN,8404,202312,3359930.0,161143.0,0.07007701591903079,0.22032030630225985,3.35993,161.143,0
CHN,8404,202401,451767.0,64575.0,0.07007701591903079,0.22032030630225985,0.451767,64.575,0
CHN,8404,202402,677648.0,119753.0,0.07007701591903079,0.22032030630225985,0.677648,119.753,0
CHN,8404,202403,85096.0,10481.0,0.07007701591903079,0.22032030630225985,0.085096,10.481,0
CHN,8404,202404,9797.0,2000.0,0.07007701591903079,0.22032030630225985,0.009797,2.0,0
CHN,8404,202405,275830.0,41101.0,0.07007701591903079,0.22032030630225985,0.27583,41.101,0
CHN,8404,202406,5777315.0,195528.0,0.07007701591903079,0.22032030630225985,5.777315,195.528,0
CHN,8404,202407,36903.0,9000.0,0.07007701591903079,0.22032030630225985,0.036903,9.0,0
CHN,8404,202408,772687.0,45533.0,0.07007701591903079,0.22032030630225985,0.772687,45.533,0
CHN,8404,202409,89946.0,15504.0,0.07007701591903079,0.22032030630225985,0.089946,15.504,0
CHN,8404,202410,486533.0,207008.0,0.07007701591903079,0.22032030630225985,0.486533,207.008,0
CHN,8404,202411,170330.0,42560.0,0.07007701591903079,0.22032030630225985,0.17033,42.56,0
CHN,8404,202412,73052.0,10357.0,0.07007701591903079,0.22032030630225985,0.073052,10.357,0
CHN,8404,202501,60674.0,11941.0,0.07007701591903079,0.22032030630225985,0.060674,11.941,0
CHN,8404,202502,813952.0,87084.0,0.07007701591903079,0.22032030630225985,0.813952,87.084,0
CHN,8404,202503,1824261.0,147698.0,0.07007701591903079,0.22032030630225985,1.824261,147.698,0
CHN,8404,202504,93401.0,22542.0,0.07007701591903079,0.22032030630225985,0.093401,22.542,1
CHN,8404,202505,72256.0,6633.0,0.07007701591903079,0.22032030630225985,0.072256,6.633,1
CHN,8404,202506,74372.0,13143.0,0.07007701591903079,0.22032030630225985,0.074372,13.143,1
CHN,8404,202507,580198.0,138080.0,0.07007701591903079,0.22032030630225985,0.580198,138.08,1
CHN,8404,202508,224070.0,32181.0,0.07007701591903079,0.22032030630225985,0.22407,32.181,1
CHN,8404,202509,349657.0,41390.0,0.07007701591903079,0.22032030630225985,0.349657,41.39,1
CHN,8404,202510,426880.0,76596.0,0.07007701591903079,0.22032030630225985,0.42688,76.596,1
CHN,8404,202511,554964.0,97245.0,0.07007701591903079,0.22032030630225985,0.554964,97.245,1
CHN,8404,202512,481489.0,46059.0,0.07007701591903079,0.22032030630225985,0.481489,46.059,1
CHN,8405,202301,1633572.0,30646.069,0.027354364181118588,0.0073257338450708614,1.633572,30.646069,0
CHN,8405,202302,7876.0,147.755,0.027354364181118588,0.0073257338450708614,0.007876,0.147755,0
CHN,8405,202303,47560.0,1318.0,0.027354364181118588,0.0073257338450708614,0.04756,1.318,0
CHN,8405,202304,82597.0,1549.533,0.027354364181118588,0.0073257338450708614,0.082597,1.5495329999999998,0
CHN,8405,202305,61861.0,5066.929,0.027354364181118588,0.0073257338450708614,0.061861,5.066929,0
CHN,8405,202306,51047.0,885.564,0.027354364181118588,0.0073257338450708614,0.051047,0.885564,0
CHN,8405,202307,17136.0,0.0,0.027354364181118588,0.0073257338450708614,0.017136,0.0,0
CHN,8405,202308,36300.0,0.0,0.027354364181118588,0.0073257338450708614,0.0363,0.0,0
CHN,8405,202309,1388356.0,0.0,0.027354364181118588,0.0073257338450708614,1.388356,0.0,0
CHN,8405,202310,1016609.0,0.0,0.027354364181118588,0.0073257338450708614,1.016609,0.0,0
CHN,8405,202311,30216.0,0.0,0.027354364181118588,0.0073257338450708614,0.030216,0.0,0
CHN,8405,202312,202694.0,2856.31,0.027354364181118588,0.0073257338450708614,0.202694,2.85631,0
CHN,8405,202401,31322.0,406.333,0.027354364181118588,0.0073257338450708614,0.031322,0.406333,0
CHN,8405,202402,3778.0,52.813,0.027354364181118588,0.0073257338450708614,0.003778,0.052813000000000006,0
CHN,8405,202403,47920.0,669.879,0.027354364181118588,0.0073257338450708614,0.04792,0.669879,0
CHN,8405,202404,19049.0,7445.38,0.027354364181118588,0.0073257338450708614,0.019049,7.44538,0
